method,epoch,group_id,selection_type,block,layer,feature,side,pip,gate_mean,margin_mean,margin_sd,slab_norm_mean,slab_norm_median
RaT,1,0,feature,input,-1,0,input,0.4729999899864197,0.2251199334859848,-0.04414362460374832,0.6895086169242859,1.0244585275650024,1.0017774105072021
RaT,1,1,feature,input,-1,1,input,0.5329999923706055,0.2574891448020935,0.04924403876066208,0.6733893752098083,1.01921546459198,0.9932351112365723
RaT,1,2,feature,input,-1,2,input,0.45500001311302185,0.19872963428497314,-0.06937208771705627,0.6564826965332031,1.0152033567428589,0.9953766465187073
RaT,1,3,feature,input,-1,3,input,0.5149999856948853,0.24450859427452087,0.02421933226287365,0.6760478019714355,1.0034788846969604,0.9817484617233276
RaT,1,4,feature,input,-1,4,input,0.5130000114440918,0.23363131284713745,0.01058441773056984,0.6759086847305298,1.0409818887710571,1.027363657951355
RaT,1,5,feature,input,-1,5,input,0.4189999997615814,0.1808975338935852,-0.11069978028535843,0.654366672039032,1.0330612659454346,1.004162311553955
RaT,250,0,feature,input,-1,0,input,0.5,0.3538503050804138,0.017655914649367332,1.3463395833969116,2.831498622894287,2.792588233947754
RaT,250,1,feature,input,-1,1,input,0.5189999938011169,0.36844831705093384,0.04103469103574753,1.3734018802642822,1.4993388652801514,1.445152997970581
RaT,250,2,feature,input,-1,2,input,0.5189999938011169,0.37439289689064026,0.0570247583091259,1.3677380084991455,1.4427763223648071,1.3863210678100586
RaT,250,3,feature,input,-1,3,input,0.4959999918937683,0.3646015524864197,0.03774672746658325,1.356778860092163,3.0038347244262695,2.9592933654785156
RaT,250,4,feature,input,-1,4,input,0.5099999904632568,0.37427476048469543,0.058417435735464096,1.399301290512085,1.4478384256362915,1.4142178297042847
RaT,250,5,feature,input,-1,5,input,0.531000018119812,0.3863675594329834,0.03540083020925522,1.3640131950378418,1.4487336874008179,1.3790925741195679
RaT,500,0,feature,input,-1,0,input,0.49000000953674316,0.3601588308811188,-0.01249928493052721,1.3995400667190552,2.7102715969085693,2.648975133895874
RaT,500,1,feature,input,-1,1,input,0.5189999938011169,0.38199153542518616,0.07820233702659607,1.4045531749725342,1.5285725593566895,1.4443390369415283
RaT,500,2,feature,input,-1,2,input,0.5329999923706055,0.38765889406204224,0.05708373337984085,1.3738621473312378,1.5331635475158691,1.4847108125686646
RaT,500,3,feature,input,-1,3,input,0.5040000081062317,0.3573411703109741,-0.0195112656801939,1.404115915298462,3.1585588455200195,3.1079208850860596
RaT,500,4,feature,input,-1,4,input,0.5210000276565552,0.38103652000427246,0.07320596277713776,1.3780804872512817,1.5558996200561523,1.4955899715423584
RaT,500,5,feature,input,-1,5,input,0.5220000147819519,0.37021002173423767,0.014721650630235672,1.4204277992248535,1.467201828956604,1.4016066789627075
RaT,750,0,feature,input,-1,0,input,1.0,0.9953713417053223,1.3589465618133545,0.3018566370010376,2.0716845989227295,2.020324945449829
RaT,750,1,feature,input,-1,1,input,0.009999999776482582,2.766131547105033e-05,-0.8617985844612122,0.37088486552238464,1.968727946281433,1.9411998987197876
RaT,750,2,feature,input,-1,2,input,0.05700000002980232,0.005340713541954756,-0.7165639400482178,0.45285168290138245,1.9997013807296753,1.948191523551941
RaT,750,3,feature,input,-1,3,input,1.0,0.9965257048606873,1.4500141143798828,0.31078630685806274,2.2945308685302734,2.2826271057128906
RaT,750,4,feature,input,-1,4,input,0.041999999433755875,0.005060665309429169,-0.7563424110412598,0.4448240101337433,2.044541835784912,2.026825189590454
RaT,750,5,feature,input,-1,5,input,0.01899999938905239,0.0001494157186243683,-0.8544448018074036,0.43259692192077637,1.9961727857589722,1.9474619626998901
RaT,1000,0,feature,input,-1,0,input,1.0,0.9918938279151917,1.3594286441802979,0.30412110686302185,2.0411922931671143,1.9987026453018188
RaT,1000,1,feature,input,-1,1,input,0.05400000140070915,0.00562236737459898,-0.6865138411521912,0.42744407057762146,2.2280852794647217,2.1720077991485596
RaT,1000,2,feature,input,-1,2,input,0.017000000923871994,0.001364043215289712,-0.8314307332038879,0.419582337141037,2.045121669769287,1.9811192750930786
RaT,1000,3,feature,input,-1,3,input,1.0,0.9980142116546631,1.47171950340271,0.2932489514350891,2.370370864868164,2.338615894317627
RaT,1000,4,feature,input,-1,4,input,0.007000000216066837,0.00013143957767169923,-0.8778225183486938,0.3679507076740265,2.0969038009643555,2.080456256866455
RaT,1000,5,feature,input,-1,5,input,0.04899999871850014,0.005330730229616165,-0.7547432780265808,0.4690999686717987,2.123914957046509,2.0737521648406982
RaT,1250,0,feature,input,-1,0,input,1.0,0.9929237961769104,1.3309946060180664,0.28555867075920105,2.0461740493774414,2.0116727352142334
RaT,1250,1,feature,input,-1,1,input,0.026000000536441803,0.0008811241132207215,-0.8132787942886353,0.41426730155944824,2.030595064163208,2.011432409286499
RaT,1250,2,feature,input,-1,2,input,0.02199999988079071,0.0012800531694665551,-0.8303346633911133,0.4155791401863098,2.0066890716552734,1.9637261629104614
RaT,1250,3,feature,input,-1,3,input,1.0,0.9963976144790649,1.4099853038787842,0.28983405232429504,2.1732425689697266,2.1594040393829346
RaT,1250,4,feature,input,-1,4,input,0.03700000047683716,0.0034748422913253307,-0.8132578730583191,0.45262497663497925,2.030848741531372,1.9942314624786377
RaT,1250,5,feature,input,-1,5,input,0.039000000804662704,0.0031138991471379995,-0.8268390893936157,0.45271381735801697,2.039285659790039,2.004716634750366
RaT,1500,0,feature,input,-1,0,input,1.0,0.9896984100341797,1.2786908149719238,0.2931048274040222,1.9999114274978638,1.9447457790374756
RaT,1500,1,feature,input,-1,1,input,0.03700000047683716,0.0020324403885751963,-0.8280190229415894,0.4671621024608612,2.0984442234039307,2.0469584465026855
RaT,1500,2,feature,input,-1,2,input,0.035999998450279236,0.004240724258124828,-0.8187057971954346,0.4849199950695038,2.0708115100860596,2.026794195175171
RaT,1500,3,feature,input,-1,3,input,1.0,0.9945998191833496,1.3498830795288086,0.2949625551700592,2.2360424995422363,2.2175185680389404
RaT,1500,4,feature,input,-1,4,input,0.054999999701976776,0.008187015540897846,-0.7909058928489685,0.5101115703582764,2.051807165145874,2.018122434616089
RaT,1500,5,feature,input,-1,5,input,0.03999999910593033,0.0029696887359023094,-0.8266237378120422,0.46799972653388977,2.1322555541992188,2.125621795654297
RaT,1750,0,feature,input,-1,0,input,1.0,0.9916219115257263,1.345840334892273,0.2967846989631653,2.0646510124206543,2.0143423080444336
RaT,1750,1,feature,input,-1,1,input,0.026000000536441803,0.0016581175150349736,-0.8408425450325012,0.44409289956092834,2.03090500831604,1.9819772243499756
RaT,1750,2,feature,input,-1,2,input,0.023000000044703484,0.0028277391102164984,-0.8877585530281067,0.4591914415359497,2.0368072986602783,2.000199556350708
RaT,1750,3,feature,input,-1,3,input,1.0,0.9954612255096436,1.2897944450378418,0.2630656361579895,2.2319247722625732,2.214749813079834
RaT,1750,4,feature,input,-1,4,input,0.04600000008940697,0.0019505443051457405,-0.7543500661849976,0.4522709250450134,2.0255215167999268,1.988119125366211
RaT,1750,5,feature,input,-1,5,input,0.03999999910593033,0.0030341236852109432,-0.8421404957771301,0.4848998188972473,2.089060068130493,2.0475621223449707
RaT,2000,0,feature,input,-1,0,input,1.0,0.9874051809310913,1.2486374378204346,0.29672303795814514,2.092974901199341,2.0411462783813477
RaT,2000,1,feature,input,-1,1,input,0.03400000184774399,0.002733618253841996,-0.7928663492202759,0.4472449719905853,2.087883472442627,2.0253922939300537
RaT,2000,2,feature,input,-1,2,input,0.023000000044703484,0.0023812451399862766,-0.9443296194076538,0.46334341168403625,2.0516409873962402,2.0162601470947266
RaT,2000,3,feature,input,-1,3,input,1.0,0.9973401427268982,1.3343713283538818,0.2734535038471222,2.2427146434783936,2.206104278564453
