y,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,x82,x83,x84,x85,x86,x87,x88,x89,x90,x91,x92,x93,x94,x95,x96,x97,x98,x99,x100
-2.5773685,-1.4271288,-0.8655233,1.1663233,-0.046396665,0.85874856,1.8476404,-0.99589056,-1.1254178,-1.5672019,0.52533525,-0.68575674,0.11424695,1.2568223,0.030179504,1.4252224,-0.3349257,0.66497844,-0.057989564,1.7224623,-1.344873,0.37033498,-0.161007,0.03317996,0.09647896,-0.8871679,0.3817404,-0.38965297,-0.31450185,-0.8587236,-0.07226179,0.87702286,-0.8624304,0.8631764,0.06351912,-0.3715142,-0.8515662,0.8579808,-1.7341931,-0.6291223,1.262397,0.4395243,-0.2326513,-0.9132471,-0.23440997,0.76002526,1.4563464,0.7196527,-0.5989743,0.18983391,0.86613977,-1.0894339,-1.4577575,-0.8468527,-0.66557837,-0.1915771,0.5358621,0.44679368,0.48660612,0.16262832,0.2402957,-0.52728873,0.043230776,0.52980953,-1.2604973,0.02642213,1.7892119,0.7419278,-0.033265505,-1.0326229,0.6965888,2.2587066,0.516213,1.1452473,-0.20098051,1.1942556,0.27993977,-0.39765057,-0.56273127,0.5806334,-1.199062,-1.263124,-0.44403514,-0.036513362,1.6227216,-0.10897142,-0.19860293,0.7354594,-0.53341657,0.31370687,0.27478492,-0.7330299,0.08826243,0.010906331,1.4140874,0.9154605,0.8016648,-1.308368,0.014208168,0.2864931,0.75728434
-2.2401407,1.6094713,0.060409505,1.607051,-0.8492673,-0.052786954,-0.091254406,3.0131123,0.21364948,-0.4807823,-1.1328834,-0.34838614,-0.9334417,-1.0856453,0.6373088,0.42470592,-0.39218462,0.9528636,-0.82211745,-0.36401632,1.0121046,0.8259565,0.08293923,-0.4895363,-0.82829595,0.53322804,-2.4443748,-1.5665269,0.17727269,-0.5916478,-0.67172885,0.30423748,1.3958846,-0.58099806,-0.4730187,-0.06432067,-0.60091954,-0.54636943,0.28254005,0.5504379,-1.961708,-0.4478366,-1.0894977,-0.8545443,0.49236077,0.20950888,0.7001975,1.109462,0.8390288,-2.0275838,0.25634143,0.21583529,-2.1641815,2.652491,0.2362958,1.810581,-1.9483411,-1.2677271,0.28315485,-1.3397092,-0.25671846,0.9315277,1.1146017,1.1561114,-1.2653694,0.47623038,-0.78593224,-0.073435724,1.7045121,-0.7309253,-0.36196336,0.03370186,-1.6526526,1.3449776,-0.3216647,-0.112991296,0.4559931,0.9210372,-0.6682337,0.5214121,1.0522379,0.9698142,-0.1402033,0.10700788,-0.5409515,-0.76290226,0.9493866,-1.2547988,-0.6582166,-0.30206072,-0.20917237,-0.71660894,0.17152725,-0.42003906,0.14978208,-1.1538008,-0.84128904,-0.07726372,-0.2326357,-0.65429026,0.10947545
7.8482313,0.76780516,-1.5604534,0.52624965,0.38732305,0.82598203,-0.9121582,1.4642832,-2.6344252,1.5370821,1.5230685,-1.10591,0.97040284,2.1141887,0.5026546,0.29473832,-0.09969853,-0.11128826,-0.9609027,0.8693774,0.5826247,-0.7652883,-0.54501283,0.36018842,-0.18138938,1.9630182,0.5700134,0.5225248,-0.3738353,-0.0129216425,-0.030116716,0.9291855,-1.437141,2.3920321,0.043426093,0.92229056,-2.008385,-0.34403867,1.9147925,-0.16260998,-0.46591946,-2.0342426,-0.9182902,-1.3955551,2.2786715,0.49913383,-1.5191907,0.17532063,-0.7851543,-1.5592697,-0.43876395,0.9840938,-0.31155783,1.3977201,-1.172566,0.8940433,0.9236663,-1.6082981,1.7033597,-1.7150064,-1.7565047,0.53012276,1.80259,1.9193432,0.45253617,-0.012203681,0.21613134,0.092429556,0.058921013,-0.5823469,0.7092996,-2.6989655,1.0420241,-1.6262672,-0.051169753,0.1532872,-1.2673159,0.05040093,0.15592358,0.57437974,-0.6785786,-1.3849955,-0.039970763,-0.69745165,-0.7726979,-0.67263335,0.6490836,0.16823317,-1.1794987,0.9782013,0.45642728,1.7126384,-0.11198102,-0.9611305,-0.6551631,-1.7316469,0.73880506,-0.0509332,1.1280719,1.5195454,0.9917472
6.4890604,1.628181,-0.4759023,-0.53564006,0.5509091,1.2851315,-0.082257144,0.3983835,-0.60069305,1.5459429,-0.7093877,0.56918174,2.214009,0.39584795,-0.8597935,0.05840849,1.5272372,0.10187304,1.11435,-1.120681,1.1456591,-0.8340985,-0.034275267,0.25896195,0.6017167,-0.95230925,-0.9359361,-0.30824238,-1.8174728,0.9461203,0.12303698,1.7633681,0.6282757,1.3175184,-0.6774492,0.33380586,1.1595385,-1.1457695,0.32115442,0.7794459,-1.4533426,1.0888987,-1.3570038,-1.51553,0.25147757,0.7455805,0.44252828,-1.6047066,0.9369494,-0.9770378,-0.818357,0.9847679,0.38534975,-0.057688992,1.7561377,0.374129,-1.458766,1.610243,-1.5202398,0.44250512,-0.10437905,0.81858337,2.0306587,-1.3660336,-0.20272022,0.34786296,-0.6624191,-1.5198989,-1.8171681,-0.34917355,-1.1805153,-0.99493176,1.56403,-0.58023345,0.3777328,-0.90415114,-1.2933643,0.08329063,-1.0594809,2.289949,0.6898208,-0.9567685,-1.5075794,-0.9215642,0.3161743,0.19515482,-1.1369721,-0.5027793,0.40471324,-0.52408206,-0.14198105,-0.78184104,-1.4609799,0.27450097,1.3823031,-0.29412675,2.4940195,1.2813088,1.5624429,1.7839044,0.5480283
6.808159,2.0743802,-0.26437885,0.97499204,1.0084137,1.4958776,-0.3724382,-0.86593086,-2.2593222,1.1231784,-0.5869032,0.84121335,0.116928004,-2.382131,-0.893599,-0.17325468,-0.7391695,-1.1574209,-0.8404627,-0.90588784,0.4855007,-0.09074968,-0.0060302042,-0.8950078,0.67711014,-0.43702686,-1.0649862,-2.5879462,-0.9089201,0.59567165,0.6429728,-0.5342572,-1.1413559,-0.14259094,0.71872395,0.50160724,-0.071560815,0.393897,0.5091178,1.071951,1.9211694,-2.3604312,-0.47252923,-0.16118696,-0.2741993,0.25855577,-0.69344795,-0.6421801,0.7766778,1.0571531,0.30895826,0.99383503,0.46338135,-0.69314384,0.29517406,1.4054949,0.9714657,1.9954623,-0.046044484,2.0918345,0.34869346,0.7974632,-1.2939883,-1.4968736,1.5284549,1.9570751,1.1472486,-0.023652911,-1.4491161,1.094919,-0.5955249,0.46887982,-0.51972264,-0.3619673,0.5193817,-0.22806494,2.305041,-1.3370249,1.1158286,1.4171424,0.80032146,0.9027866,-0.38963124,-0.20908894,-0.75982636,1.4347867,2.169556,0.6071092,0.36129615,0.7335223,-0.38724524,-1.5362514,0.4941165,-1.5761888,-1.6870635,0.7594773,-2.7731464,0.9460829,0.08852697,-1.1702418,-1.0969368
-7.6888566,0.30693108,-0.88609606,-0.9892497,0.7391297,1.0934303,-0.39631757,-0.48497814,0.5948252,-0.34963277,-0.7284522,-0.7014395,0.6465175,0.6268329,1.5370301,-0.21697658,-0.79755586,0.3555383,1.6785954,-0.14014299,-1.1009206,1.2672126,-0.9125006,-0.006715139,-0.3760149,-0.33704403,0.8032831,1.4418043,-0.37559232,-0.054051835,0.42476913,1.1161628,-1.1484846,-0.74559224,-0.4371511,-1.7304001,0.49571943,0.9089326,0.7646458,1.4578665,0.4472959,-0.6627861,0.4462558,-1.5787402,0.78007954,1.1106756,-1.243786,-0.07836071,1.2557067,0.16883154,-0.18136044,1.037857,-0.33076218,0.109165855,1.9855838,-0.7040857,0.99578476,0.118342124,-1.9344208,1.161771,1.7458575,-1.6505268,-0.15194482,-1.2984703,0.54164124,1.2781265,-0.96285117,-1.437144,-1.3088299,-0.37110758,0.54973006,-0.6751858,0.13743626,-0.592692,-0.32392138,-0.14025262,-1.0895473,-0.9738725,-1.237939,-1.3370801,0.59153056,-0.23845713,0.7485702,0.83874923,-2.076352,-0.5603178,-0.17812838,0.40124285,1.1436001,-0.6458628,1.3186183,-1.0229709,0.7052472,0.70042527,-0.67115694,-0.501383,-0.66660726,-0.045155443,-1.5563688,-0.5670936,-1.0618231
3.9175177,0.54782593,-0.21456279,0.3988281,1.4119421,0.6408854,-1.0176153,-1.1921195,-0.14643688,1.415393,-0.43084112,-0.07688451,0.24150786,0.0869527,0.37333456,-0.74089813,0.4814744,0.43695748,-0.047429096,-0.43113086,0.040127,1.2968659,0.96451044,0.6768919,-1.3264012,0.011816277,0.49509028,0.36749846,0.0032804017,0.65765774,-0.46856028,0.33898157,0.4226635,-1.6038288,0.86978245,1.2775716,-0.87878615,0.58726597,-0.32670355,-1.7014589,0.95225286,0.17923757,-0.6376941,-0.8101857,2.4432688,-0.8785652,1.4735658,0.7113604,-0.90595216,0.0020591822,-1.3743705,0.6882993,1.5014284,-0.4901983,-0.15217336,1.4087505,-0.7255528,-1.5169736,1.337506,1.357489,0.78856176,0.5042055,-1.1467617,1.3911601,0.82349014,0.011464563,-2.1640599,-0.38391295,0.21527703,-1.4281337,-0.02496289,1.0700827,1.6725459,0.512435,0.7953226,-0.11618806,-0.6658192,0.47429398,-0.61130255,-0.6776217,0.01857309,-0.20024657,0.1883551,-0.79352146,0.15418398,-0.0048513887,0.51786333,-1.0283979,-1.3772017,-1.7111173,1.765747,-1.1518917,1.2393508,0.42175946,-0.5987492,0.7085438,0.2668499,0.37744096,0.98882836,-0.56342584,-0.39625555
-1.9698778,0.42510128,-1.191169,-1.6298796,-0.4897547,-1.3929014,2.5033684,-0.112968735,-1.1487881,1.7038649,2.686169,1.0279523,-1.6003976,1.3987435,1.3248372,0.23777308,-0.930446,-0.30481383,1.8744766,0.32998058,0.7149395,0.7473042,1.5203238,1.49294,0.50940293,1.1920832,0.1836604,0.2473373,-0.030152602,1.2186719,0.43619543,0.032129478,0.97288716,1.3270173,1.1092887,0.5811038,-1.0567498,0.1310834,-1.1794214,0.70681804,1.0240827,-0.968961,0.9314334,-1.4275494,0.21590848,1.52673,0.60094184,-0.75521797,1.1835494,-1.1614698,-1.4942542,-0.55372196,-0.92961824,1.0531603,0.014494957,-0.65087736,-1.4819123,-0.9332364,0.23709151,-0.5615723,0.16702919,-1.0937734,-0.7021966,1.1927476,-0.5977733,-0.30212057,-0.41307747,0.4737545,-0.97150904,0.11036163,-0.6412807,-0.007918649,0.46539173,1.233759,0.0068768538,0.1438277,-0.5548984,-0.87474996,1.6452821,0.8211234,0.25805625,0.6625154,1.6329956,-0.5155461,1.3187314,0.56939185,-0.36559427,-0.05921583,1.3630748,1.0283626,-0.10004941,-1.1588058,1.4556936,0.05476326,0.61725867,0.8829853,0.7596445,0.1831654,0.8360674,0.6820553,-1.1713508
-0.30011997,-1.760941,1.165796,-0.28046006,0.0756898,0.549819,-1.7395977,0.37874204,-1.0821428,-0.94455683,-1.3249286,-1.4895843,-0.562288,-0.5844984,0.6508874,-0.4615942,0.08364543,0.25804883,-0.3847068,0.15612097,-0.054011833,2.0402558,0.9862231,-0.7570011,1.5172472,1.0414639,0.45993695,0.79431814,-0.6277538,0.46887937,0.5125962,-2.6723332,2.145064,0.13303229,0.9093696,0.923038,-1.0330192,0.11079664,1.3307973,0.88766,1.2448,-0.33859256,-0.05310127,-1.2646003,-1.298681,-1.007127,-0.946699,-0.85585356,0.17467879,-0.062982105,1.2362115,-0.6332453,1.3735024,0.58963186,-0.4190592,-0.62813723,-1.5126778,0.09493916,1.3662721,-0.3873798,1.091382,0.67344767,-0.11332748,0.87236166,1.209046,-0.34714103,-0.29820696,-1.246424,0.37409383,-0.622834,-0.89221317,-0.43405578,-1.0258809,-0.5223087,-0.0056472966,1.4332284,-0.6837978,1.5156233,0.47701296,-0.3964545,1.7268014,0.18096317,-0.73469174,1.2888412,-2.7003472,-0.46580666,-0.28668025,-1.7559485,0.3268854,-1.0631905,0.14537118,0.5139686,1.3819948,0.16132797,0.0021256076,0.58077854,0.085081175,-1.3772762,0.19852397,-0.30763453,-0.12106799
-4.079291,-0.42788938,1.4254615,1.0359689,-0.16194671,-0.4473245,0.09117159,-0.25452825,-1.1048129,0.46417972,-1.5806966,-1.3864808,0.6458076,-1.5123589,0.10434436,1.0901594,0.34185544,-0.39134854,0.7325411,-0.32952988,0.9860713,-1.1073682,-0.4027952,0.12643218,-1.3360049,0.46266833,0.19043514,-1.0288846,-0.0050337864,-0.75264215,-0.7569616,0.24991791,-1.2220626,-0.9787069,0.34709927,0.5326583,-0.0031929566,-0.7747934,-0.74885035,-1.7587894,-0.7855994,-0.9306314,0.9581382,0.18825555,0.48399425,0.32783684,-0.88403547,1.1082623,-0.28327233,-0.6252253,-0.42007804,-1.5166612,0.54599303,-1.3917128,1.1988777,1.0334249,-0.15756425,-0.905104,0.39565554,1.3687384,1.6146474,-0.7498846,0.86895585,-0.981593,0.81101215,0.44352776,-0.46993694,-0.0805336,-0.9874257,-1.0266496,0.88782173,-0.09516385,0.99918073,-1.1886425,0.31828263,1.7292457,0.55185854,-0.76769996,0.42264754,1.0582991,-0.29537195,-0.36346468,2.1026983,0.32486418,0.7008938,0.026471732,-1.0606853,-0.22192812,-0.47500375,-1.0983444,-0.9806152,-1.8005352,0.37527806,-1.340824,-1.0846575,-1.6937872,-1.2236161,-1.9885733,1.2736671,0.95395494,-0.2806269
