setting,sim_name,seed,n,p,n_active,n_active_target,sigma2,sigma,beta_low,beta_high,data_path,beta_path,out_dir,last_out_dir,active_idx,active_idx0,beta_value,signal_var,outcome_var,snr_actual
simple,simple,400,1000,100,10,10,1.0,1.0,0.3,2.0,data/n1000p100/n1000p100_input/simple/dataframe/seed_400.csv,data/n1000p100/n1000p100_input/simple/beta_true/seed_400_beta_true.csv,data/n1000p100/n1000p100_mcmc_output/simple/seed_400,data/n1000p100/n1000p100_last_output/simple/seed_400,5;16;22;33;34;52;71;82;97;100,4;15;21;32;33;51;70;81;96;99,0.621334969997406,17.164697647094727,17.77220344543457,17.164697647094727
simple,simple,401,1000,100,10,10,1.0,1.0,0.3,2.0,data/n1000p100/n1000p100_input/simple/dataframe/seed_401.csv,data/n1000p100/n1000p100_input/simple/beta_true/seed_401_beta_true.csv,data/n1000p100/n1000p100_mcmc_output/simple/seed_401,data/n1000p100/n1000p100_last_output/simple/seed_401,14;18;27;35;47;48;53;56;62;78,13;17;26;34;46;47;52;55;61;77,0.6907607913017273,16.097381591796875,17.077119827270508,16.097381591796875
simple,simple,402,1000,100,10,10,1.0,1.0,0.3,2.0,data/n1000p100/n1000p100_input/simple/dataframe/seed_402.csv,data/n1000p100/n1000p100_input/simple/beta_true/seed_402_beta_true.csv,data/n1000p100/n1000p100_mcmc_output/simple/seed_402,data/n1000p100/n1000p100_last_output/simple/seed_402,5;7;8;11;12;22;74;78;79;80,4;6;7;10;11;21;73;77;78;79,0.5452710390090942,19.463903427124023,20.651092529296875,19.463903427124023
simple,simple,403,1000,100,10,10,1.0,1.0,0.3,2.0,data/n1000p100/n1000p100_input/simple/dataframe/seed_403.csv,data/n1000p100/n1000p100_input/simple/beta_true/seed_403_beta_true.csv,data/n1000p100/n1000p100_mcmc_output/simple/seed_403,data/n1000p100/n1000p100_last_output/simple/seed_403,10;13;22;29;30;33;66;73;81;100,9;12;21;28;29;32;65;72;80;99,0.05695918947458267,14.079639434814453,14.9699068069458,14.079639434814453
simple,simple,404,1000,100,10,10,1.0,1.0,0.3,2.0,data/n1000p100/n1000p100_input/simple/dataframe/seed_404.csv,data/n1000p100/n1000p100_input/simple/beta_true/seed_404_beta_true.csv,data/n1000p100/n1000p100_mcmc_output/simple/seed_404,data/n1000p100/n1000p100_last_output/simple/seed_404,20;28;39;41;46;53;56;64;75;78,19;27;38;40;45;52;55;63;74;77,-0.14727814495563507,24.297758102416992,25.53715705871582,24.297758102416992
simple,simple,405,1000,100,10,10,1.0,1.0,0.3,2.0,data/n1000p100/n1000p100_input/simple/dataframe/seed_405.csv,data/n1000p100/n1000p100_input/simple/beta_true/seed_405_beta_true.csv,data/n1000p100/n1000p100_mcmc_output/simple/seed_405,data/n1000p100/n1000p100_last_output/simple/seed_405,3;7;13;15;25;28;38;51;52;97,2;6;12;14;24;27;37;50;51;96,-0.045017458498477936,12.81230354309082,13.946732521057129,12.81230354309082
simple,simple,406,1000,100,10,10,1.0,1.0,0.3,2.0,data/n1000p100/n1000p100_input/simple/dataframe/seed_406.csv,data/n1000p100/n1000p100_input/simple/beta_true/seed_406_beta_true.csv,data/n1000p100/n1000p100_mcmc_output/simple/seed_406,data/n1000p100/n1000p100_last_output/simple/seed_406,20;21;26;52;57;64;69;84;88;90,19;20;25;51;56;63;68;83;87;89,0.43174687027931213,8.226984024047852,9.11996841430664,8.226984024047852
simple,simple,407,1000,100,10,10,1.0,1.0,0.3,2.0,data/n1000p100/n1000p100_input/simple/dataframe/seed_407.csv,data/n1000p100/n1000p100_input/simple/beta_true/seed_407_beta_true.csv,data/n1000p100/n1000p100_mcmc_output/simple/seed_407,data/n1000p100/n1000p100_last_output/simple/seed_407,4;13;15;29;37;58;60;63;70;79,3;12;14;28;36;57;59;62;69;78,0.6186749935150146,13.82863998413086,14.39295482635498,13.82863998413086
simple,simple,408,1000,100,10,10,1.0,1.0,0.3,2.0,data/n1000p100/n1000p100_input/simple/dataframe/seed_408.csv,data/n1000p100/n1000p100_input/simple/beta_true/seed_408_beta_true.csv,data/n1000p100/n1000p100_mcmc_output/simple/seed_408,data/n1000p100/n1000p100_last_output/simple/seed_408,1;3;8;37;47;55;57;73;75;77,0;2;7;36;46;54;56;72;74;76,0.35088297724723816,11.842841148376465,12.538825988769531,11.842841148376465
simple,simple,409,1000,100,10,10,1.0,1.0,0.3,2.0,data/n1000p100/n1000p100_input/simple/dataframe/seed_409.csv,data/n1000p100/n1000p100_input/simple/beta_true/seed_409_beta_true.csv,data/n1000p100/n1000p100_mcmc_output/simple/seed_409,data/n1000p100/n1000p100_last_output/simple/seed_409,1;31;40;55;57;66;67;70;71;90,0;30;39;54;56;65;66;69;70;89,0.6060744524002075,16.252132415771484,17.295316696166992,16.252132415771484
simple,simple,410,1000,100,10,10,1.0,1.0,0.3,2.0,data/n1000p100/n1000p100_input/simple/dataframe/seed_410.csv,data/n1000p100/n1000p100_input/simple/beta_true/seed_410_beta_true.csv,data/n1000p100/n1000p100_mcmc_output/simple/seed_410,data/n1000p100/n1000p100_last_output/simple/seed_410,1;4;5;9;15;19;35;69;93;96,0;3;4;8;14;18;34;68;92;95,0.2834891378879547,19.076852798461914,20.402894973754883,19.076852798461914
simple,simple,411,1000,100,10,10,1.0,1.0,0.3,2.0,data/n1000p100/n1000p100_input/simple/dataframe/seed_411.csv,data/n1000p100/n1000p100_input/simple/beta_true/seed_411_beta_true.csv,data/n1000p100/n1000p100_mcmc_output/simple/seed_411,data/n1000p100/n1000p100_last_output/simple/seed_411,1;27;32;37;39;42;70;74;78;86,0;26;31;36;38;41;69;73;77;85,-0.54920494556427,13.812108993530273,14.91395092010498,13.812108993530273
simple,simple,412,1000,100,10,10,1.0,1.0,0.3,2.0,data/n1000p100/n1000p100_input/simple/dataframe/seed_412.csv,data/n1000p100/n1000p100_input/simple/beta_true/seed_412_beta_true.csv,data/n1000p100/n1000p100_mcmc_output/simple/seed_412,data/n1000p100/n1000p100_last_output/simple/seed_412,4;16;39;41;45;47;87;90;93;96,3;15;38;40;44;46;86;89;92;95,-0.39748692512512207,7.312086582183838,8.261213302612305,7.312086582183838
